1.1.1;Деятельность организации здравоохранения осуществляется в соответствии с Уставом, правилами внутреннего трудового распорядка
1.1.2;Деятельность структурных подразделений осуществляется в соответствии с актуальными положениями о структурных подразделениях, имеется ознакомление работников с положениями о структурных подразделениях
1.1.3;В организации здравоохранения имеются условия для формирования и ведения электронных медицинских документов. Осуществляется выписка электронных рецептов врача. Медицинские работники владеют навыками работы в медицинской информационной системе
1.1.4;Экспертиза временной нетрудоспособности осуществляется в соответствии с требованиями законодательства, в том числе определяющего получение, хранение, учет, списание и уничтожение бланков листков нетрудоспособности. Осуществляется своевременное направление пациентов на медико-социальную экспертизу
1.1.5;В организации здравоохранения утвержден порядок организации и проведения экспертизы качества медицинской помощи, оценки качества медицинской помощи и медицинских экспертиз в соответствии с требованиями законодательства. Определены лица, ответственные за организацию проведения экспертизы качества медицинской помощи, оценки качества медицинской помощи и медицинских экспертиз
1.1.6;Во всех структурных подразделениях проводится оценка качества медицинской помощи и осуществляется контроль за ее проведением
1.1.7;В организации здравоохранения организовано наставничество и определен порядок проведения обучения медицинских работников оказанию экстренной медицинской помощи, правилам эксплуатации медицинской техники, требованиям санитарно-эпидемиологического режима, экспертизе временной нетрудоспособности. Обучение планируется и проводится в соответствии с планом, отработкой практических навыков и контролем полученных знаний
1.1.8;Организована работа с обращениями граждан и юридических лиц в соответствии с требованиями законодательства
1.1.9;Организовано взаимодействие по информированию в случаях подозрения на совершение противоправных действий
1.2.1;Соответствие штатного расписания нормативу обеспеченности, установленному минимальными социальными стандартами, нормативу кадрового обеспечения в расчете на численность обслуживаемого населения с учетом объемов медицинской помощи и других услуг. В соответствии со штатным расписанием на каждую должность служащего (далее – должность) медицинского работника руководителем утверждена должностная инструкция с указанием квалификационных требований, функций, прав и обязанностей медицинского работника. Медицинские работники ознакомлены с должностными инструкциями
1.2.2;Наличие квалификационных категорий у специалистов с высшим медицинским, со средним медицинским образованием от лиц, подлежащих профессиональной аттестации, не менее 75 %. В организации здравоохранения проводится работа по обучению/повышению квалификации медицинских работников (определяется потребность в проведении обучения/повышения квалификации, осуществляется планирование и контроль проведения). Организовано обучение медицинских работников на рабочем месте
1.2.3;Квалификация медицинских работников соответствует требованиям должностной инструкции. Должностные инструкции медицинских работников содержат квалификационные требования в соответствии с законодательством
1.2.4;Коэффициент совместительства медицинских работников с высшим медицинским образованием составляет не более 1,5. Коэффициент совместительства медицинских работников со средним медицинским образованием составляет не более 1,5
1.3.1;Материально-техническая база организации здравоохранения соответствует утвержденному табелю оснащения изделиями медицинского назначения и медицинской техникой
1.3.2;Организован учет медицинской техники
