25.1.1;Укомплектованность структурного подразделения врачами-специалистами не менее 96 % по занятым должностям. Укомплектованность структурного подразделения медицинскими работниками, имеющими среднее специальное медицинское образование, не менее 96 % по занятым должностям	
25.1.2;Оснащение отделения соответствует утвержденному табелю оснащения изделиями медицинского назначения и медицинской техникой	
25.1.3;Определен порядок направления пациентов в отделение	
25.1.4;Работа отделения обеспечена в сменном режиме 	
25.1.5;Определен порядок оказания медицинской помощи пациентам на период отсутствия в организации здравоохранения врача-специалиста (в случае наличия в штатном расписании одной ставки врача-специалиста)	
25.1.6;Обеспечена доступность и условия для выполнения ЭКГ и оказания неотложной помощи в течение всего периода работы амбулаторно-поликлинической организации здравоохранения	
25.1.7;Медицинские работники могут продемонстрировать навыки по оказанию экстренной медицинской помощи	
25.1.8;Определен порядок (алгоритмы) оказания СМП и плановой медицинской помощи по профилю оказываемой медицинской помощи	
25.1.9;Определен порядок медицинского наблюдения пациентов	
25.1.10;Определен порядок проведения плановых диагностических исследований 	
25.2.1;Укомплектованность структурного подразделения врачами-специалистами не менее 96 % по занятым должностям. Укомплектованность структурного подразделения медицинскими работниками, имеющими среднее специальное медицинское образование, не менее 96 % по занятым должностям	
25.2.2;Оснащение отделения соответствует утвержденному табелю оснащения изделиями медицинского назначения и медицинской техникой	
25.2.3;Обеспечена круглосуточная работа врачей-специалистов при условии оказания экстренной медицинской помощи в структурном подразделении. В круглосуточном режиме, в том числе в выходные, праздничные дни доступен осмотр дежурным врачом	
25.2.4;В организации здравоохранения круглосуточно обеспечена возможность оказания хирургической помощи пациентам	
25.2.5;Круглосуточно обеспечена возможность оказания анестезиолого-реанимационной помощи (для структурных подразделений районного, межрайонного, городского, областного, республиканского уровней)	
25.2.6;Медицинские работники могут продемонстрировать навыки по оказанию экстренной медицинской помощи	
25.2.7;В организации здравоохранения обеспечена возможность установки зонда для кормления (начиная с отделений терапевтического профиля центральных районных больниц)	
25.2.8;В организации здравоохранения обеспечено выполнение диагностического и лечебного парацентеза, плевральной пункции (начиная с отделений терапевтического профиля центральных районных больниц)	
25.2.9;Определен алгоритм оценки выраженности боли с помощью визуально-аналоговой шкалы или других шкал	
25.2.10;Имеется возможность проведения провокационных тестов (для отделений аллергологии)	
25.2.11;Имеется возможность проведения кожных скарификационных проб (для отделений аллергологии)	
25.2.12;Имеется возможность или определен порядок цитологического, цитохимического, цитогенетического, молекулярно-генетического исследований пунктата костного мозга (для отделений гематологии)	
25.2.13;В структурном подразделении проводятся пункции суставов с диагностической и лечебной целью (для ревматологических отделений)	
25.2.14;Имеется возможность проведения лабораторных исследований для диагностики заболеваний соединительной ткани и системных васкулитов (для ревматологических отделений)	
25.2.15;Обеспечено выполнение биопсии кожи или определен порядок ее проведения (для дерматовенерологических отделений)	
25.2.16;Имеется возможность выполнения нефробиопсии или определен порядок ее проведения (для нефрологических отделений)	
25.2.17;Имеется возможность проведения почечно-заместительной терапии или определен порядок ее проведения (для нефрологических отделений)	
25.2.18;В структурном подразделении выполняется или определен порядок выполнения иммунологического исследования пациента (в том числе определение Т, В-лимфоцитов, Ig) (для отделений иммунологии)	
25.2.19;Структурное подразделение обеспечено лекарственными средствами, в том числе биологической и генно-инженерной терапии согласно утвержденного формуляра (для ревматологических отделений)	
