20.1.1;Укомплектованность структурного подразделения врачами-специалистами не менее 96 % по занятым должностям. Укомплектованность структурного подразделения медицинскими работниками, имеющими среднее специальное медицинское образование, не менее 96 % по занятым должностям	
20.1.2;Оснащение отделения соответствует утвержденному табелю оснащения изделиями медицинского назначения и медицинской техникой	
20.1.3;Работа отделения обеспечена в сменном режиме	
20.1.4;Определен порядок оказания медицинской помощи пациентам с заболеваниями пульмонологического профиля на период отсутствия в организации здравоохранения врача-пульмонолога	
20.1.5;Медицинские работники могут продемонстрировать навыки по оказанию экстренной медицинской помощи	
20.1.6;Определен порядок медицинского наблюдения пациентов	
20.1.7;Определен порядок проведения лабораторной диагностики (бактериологической, иммунологической, молекулярно-генетической) с учетом уровня оказания медицинской помощи	
20.1.8;Определен порядок проведения спирометрического исследования, в том числе с проведением бронходилатационных тестов	
20.1.9;Определен порядок проведения рентгенологических обследований, в том числе КТ для пациентов пульмонологического профиля	
20.1.10;Определен порядок проведения плановых диагностических исследований (фибробронхоскопии, фиброгастроскопии, УЗИ, МРТ, бодиплетизмографии)	
20.2.1;Укомплектованность структурного подразделения врачами-специалистами не менее 96 % по занятым должностям. Укомплектованность структурного подразделения медицинскими работниками, имеющими среднее специальное медицинское образование, не менее 96 % по занятым должностям	
20.2.2;Оснащение отделения соответствует утвержденному табелю оснащения изделиями медицинского назначения и медицинской техникой	
20.2.3;Структурное подразделение оснащено медицинским оборудованием для длительной кислородотерапии (стационарные точки и портативные кислородные концентраторы)	
20.2.4;Обеспечена круглосуточная работа врачей-специалистов при условии оказания экстренной медицинской помощи в структурном подразделении. В круглосуточном режиме, в том числе в выходные, праздничные дни доступен осмотр дежурным врачом	
20.2.5;Круглосуточно обеспечена возможность оказания анестезиолого-реанимационной помощи (для структурных подразделений районного, межрайонного, городского, областного, республиканского уровней)	
20.2.6;Медицинские работники могут продемонстрировать навыки по оказанию экстренной медицинской помощи	
20.2.7;Определен порядок проведения лабораторной диагностики (бактериологической, иммунологической, молекулярно-генетической) с учетом уровня оказания медицинской помощи	
20.2.8;Определен порядок проведения рентгенологических исследований, КТ, КТ с контрастным усилением	
20.2.9;Определен порядок проведения общеклинических функциональных диагностических тестов (ЭКГ, эхокардиография, спирометрия, в том числе с выполнением бронходилатационных тестов)	
20.2.10;Определен порядок проведения спирометрических исследований с бронхопровокационными тестами	
20.2.11;Определен порядок проведения УЗИ легких и плевральных полостей	
20.2.12;Определен порядок определения диффузионной способности легких	
20.2.13;Определен порядок проведения фибробронхоскопии	
20.2.14;Определен порядок проведения хирургических вмешательств с целью диагностики или лечения	
