29.1.1;Укомплектованность структурного подразделения врачами-специалистами не менее 96 % по занятым должностям. Укомплектованность структурного подразделения медицинскими работниками, имеющими среднее специальное медицинское образование, не менее 96 % по занятым должностям	
29.1.2;Оснащение отделения соответствует утвержденному табелю оснащения изделиями медицинского назначения и медицинской техникой	
29.1.3;Работа отделения обеспечена в сменном режиме	
29.1.4;Определен порядок оказания медицинской помощи пациентам с туберкулезом на период отсутствия в организации здравоохранения врача-фтизиатра	
29.1.5;Медицинские работники могут продемонстрировать навыки по оказанию экстренной медицинской помощи	
29.1.6;Организована возможность доступа к государственному регистру «Туберкулез»	
29.1.7;Определен порядок проведения работы по сбору мокроты	
29.1.8;Определен порядок проведения иммунологической диагностики туберкулеза с учетом уровня оказываемой медицинской помощи	
29.1.9;Определен порядок (алгоритмы) оказания скорой и плановой медицинской помощи пациентам с туберкулезом	
29.1.10;Определен порядок медицинского наблюдения пациентов	
29.1.11;Определен порядок обеспечения непрерывности лечения туберкулеза у пациентов, переходящих со стационарного на амбулаторный этап 	
29.1.12;Определен порядок обеспечения непрерывности медицинского наблюдения и лечения больных туберкулезом, освобождающихся из мест лишения свободы	
29.1.13;Определен порядок контролируемого приема противотуберкулезных лекарственных препаратов в присутствии медицинского работника, в том числе дистанционного контроля приема противотуберкулезных лекарственных препаратов пациентами, находящимися на видео-контролируемом лечении	
29.1.14;Определен порядок выдачи наборов продуктов дополнительного высококалорийного питания пациентам с туберкулезом органов дыхания, находящимся на контролируемом амбулаторном лечении туберкулеза	
29.1.15;Определен порядок работы по медицинскому наблюдению и обследованию лиц, контактных с больным туберкулезом	
29.1.16;Определен порядок динамического наблюдения подлежащих пациентов с соблюдением контрольных сроков и объемов обследования, организацией лечения	
29.1.17;Определен порядок направления пациентов на Республиканский консилиум по туберкулезу с множественной лекарственной устойчивостью	
29.2.1;Укомплектованность структурного подразделения врачами-специалистами не менее 96 % по занятым должностям. Укомплектованность структурного подразделения медицинскими работниками, имеющими среднее специальное медицинское образование, не менее 96 % по занятым должностям	
29.2.2;Оснащение отделения соответствует утвержденному табелю оснащения изделиями медицинского назначения и медицинской техникой	
29.2.3;Определен порядок перевода пациентов в отделения (палаты), соответствующие степени контагиозности и эпидемической опасности после установления факта и обильности бацилловыделения, получения результатов теста на лекарственную чувствительность микобактерий туберкулеза	
29.2.4;Обеспечена круглосуточная работа врачей-специалистов при условии оказания экстренной медицинской помощи в структурном подразделении. В круглосуточном режиме, в том числе в выходные, праздничные дни доступен осмотр дежурным врачом	
29.2.5;Круглосуточно обеспечена возможность оказания анестезиолого-реанимационной помощи (для структурных подразделений районного, межрайонного, городского, областного, республиканского уровней)	
29.2.6;Медицинские работники могут продемонстрировать навыки по оказанию экстренной медицинской помощи	
29.2.7;Организована возможность доступа к государственному регистру «Туберкулез»	
29.2.8;Определен порядок выявления туберкулеза органов дыхания и других органов при оказании медицинской помощи госпитализированным пациентам	
29.2.9;Определен порядок проведения работы по сбору биологического материала и проведению его специфических исследований	
29.2.10;Определен порядок проведения обязательных и дополнительных диагностических мероприятий до начала и в процессе лечения туберкулеза всех локализаций	
29.2.11;Определен порядок госпитализации больных легочными и внелегочными формами туберкулеза по эпидемиологическим, медицинским и социальным показаниям	
29.2.12;Определен порядок контролируемого приема противотуберкулезных лекарственных препаратов в присутствии медицинского работника	
29.2.13;Определен порядок мониторинга бактериовыделения и индивидуальной лекарственной чувствительности у пациентов с туберкулезом	
29.2.14;Определен порядок лечения сопутствующих инфекционных и неинфекционных заболеваний и состояний у пациентов с туберкулезом	
29.2.15;Определен порядок клинического мониторинга больных туберкулезом с оценкой данных бактериологических и лабораторных исследований, нежелательных явлений в состоянии здоровья пациентов, получающих противотуберкулезные лекарственные препараты, и выписки пациентов с туберкулезом	
29.2.16;Определены условия и порядок контроля соблюдения условий для принудительного лечения и изоляции больных туберкулезом (в случае наличия указанной деятельности)	
29.2.17;Определен порядок выполнения хирургических вмешательств в целях дифференциальной диагностики туберкулеза. (в случае наличия указанной деятельности)	
29.2.18;Определен порядок оказания паллиативной медицинской помощи больным туберкулезом (в случае наличия указанной деятельности)	
